origin_id,destination_id,am_peak_min,late_night_min,off_peak_delay_min
06001428301,06001437400,120.0,120.0,0.0
06001428301,06001437500,116.0,120.0,4.0
06001428301,06001437600,101.0,120.0,19.0
06001428301,06001437701,95.0,120.0,25.0
06001428301,06001437702,106.0,120.0,14.0
06001428301,06001437800,95.0,120.0,25.0
06001428301,06001437900,87.0,120.0,33.0
06001428301,06001438000,106.0,120.0,14.0
06001428301,06001438100,103.0,120.0,17.0
06001428301,06001438201,101.0,120.0,19.0
06001428301,06001438203,117.0,120.0,3.0
06001428301,06001438204,102.0,120.0,18.0
06001428301,06001438300,104.0,120.0,16.0
06001428301,06001438400,110.0,120.0,10.0
06001428301,06001440100,120.0,120.0,0.0
06001428301,06001440200,97.0,120.0,23.0
06001428301,06001440301,107.0,120.0,13.0
06001428301,06001440304,116.0,120.0,4.0
06001428301,06001440305,120.0,120.0,0.0
06001428301,06001440306,111.0,120.0,9.0
06001428301,06001440307,100.0,120.0,20.0
06001428301,06001440308,90.0,120.0,30.0
06001428301,06001440331,109.0,120.0,11.0
06001428301,06001440332,120.0,120.0,0.0
06001428301,06001440333,112.0,120.0,8.0
06001428301,06001440334,110.0,120.0,10.0
06001428301,06001440336,96.0,120.0,24.0
06001428301,06001440337,101.0,120.0,19.0
06001428301,06001440338,96.0,120.0,24.0
06001428301,06001441100,120.0,120.0,0.0
06001428301,06001441200,97.0,120.0,23.0
06001428301,06001441301,120.0,120.0,0.0
06001428301,06001441302,100.0,120.0,20.0
06001428301,06001441401,98.0,120.0,22.0
06001428301,06001441402,113.0,120.0,7.0
06001428301,06001441501,120.0,120.0,0.0
06001428301,06001441503,120.0,120.0,0.0
06001428301,06001441521,120.0,120.0,0.0
06001428301,06001441522,104.0,120.0,16.0
06001428301,06001441523,120.0,120.0,0.0
06001428301,06001441524,120.0,120.0,0.0
06001428301,06001441525,120.0,120.0,0.0
06001428301,06001441601,99.0,120.0,21.0
06001428301,06001441602,110.0,120.0,10.0
06001428301,06001441701,120.0,120.0,0.0
06001428301,06001441702,96.0,120.0,24.0
06001428301,06001441800,108.0,120.0,12.0
06001428301,06001441921,105.0,120.0,15.0
06001428301,06001441923,100.0,120.0,20.0
06001428301,06001441924,108.0,120.0,12.0
06001428301,06001441926,109.0,120.0,11.0
06001428301,06001441927,105.0,120.0,15.0
06001428301,06001441928,111.0,120.0,9.0
06001428301,06001441929,101.0,120.0,19.0
06001428301,06001442000,120.0,120.0,0.0
06001428301,06001442100,120.0,120.0,0.0
06001428301,06001442200,120.0,120.0,0.0
06001428301,06001442301,114.0,120.0,6.0
06001428301,06001442302,113.0,120.0,7.0
06001428301,06001442400,116.0,120.0,4.0
06001428301,06001442501,120.0,120.0,0.0
06001428301,06001442502,112.0,120.0,8.0
06001428301,06001442601,113.0,120.0,7.0
06001428301,06001442602,116.0,120.0,4.0
06001428301,06001442700,120.0,120.0,0.0
06001428301,06001442800,120.0,120.0,0.0
06001428301,06001442900,120.0,120.0,0.0
06001428301,06001443001,115.0,120.0,5.0
06001428301,06001443002,118.0,120.0,2.0
06001428301,06001443102,110.0,120.0,10.0
06001428301,06001443103,120.0,120.0,0.0
06001428301,06001443104,120.0,120.0,0.0
06001428301,06001443105,120.0,120.0,0.0
06001428301,06001443200,120.0,120.0,0.0
06001428301,06001443301,120.0,120.0,0.0
06001428301,06001443321,115.0,120.0,5.0
06001428301,06001443322,117.0,120.0,3.0
06001428301,06001444100,119.0,120.0,1.0
06001428301,06001444200,111.0,120.0,9.0
06001428301,06001444301,120.0,120.0,0.0
06001428301,06001444303,120.0,120.0,0.0
06001428301,06001444304,120.0,120.0,0.0
06001428301,06001444400,112.0,120.0,8.0
06001428301,06001444500,114.0,120.0,6.0
06001428301,06001444601,120.0,120.0,0.0
06001428301,06001444602,120.0,120.0,0.0
06001428301,06001450101,105.0,120.0,15.0
06001428301,06001450102,120.0,120.0,0.0
06001428301,06001450200,120.0,120.0,0.0
06001428301,06001450300,120.0,120.0,0.0
06001428301,06001450400,102.0,120.0,18.0
06001428301,06001450501,120.0,120.0,0.0
06001428301,06001450502,120.0,120.0,0.0
06001428301,06001450601,120.0,120.0,0.0
06001428301,06001450603,120.0,120.0,0.0
06001428301,06001450604,120.0,120.0,0.0
06001428301,06001450605,120.0,120.0,0.0
06001428301,06001450606,120.0,120.0,0.0
06001428301,06001450607,120.0,120.0,0.0
06001428301,06001450608,120.0,120.0,0.0
06001428301,06001450609,98.0,120.0,22.0
06001428301,06001450701,120.0,120.0,0.0
06001428301,06001450741,120.0,120.0,0.0
06001428301,06001450742,120.0,120.0,0.0
06001428301,06001450743,100.0,120.0,20.0
06001428301,06001450744,120.0,120.0,0.0
06001428301,06001450745,120.0,120.0,0.0
06001428301,06001450746,120.0,120.0,0.0
06001428301,06001450750,120.0,120.0,0.0
06001428301,06001450751,120.0,120.0,0.0
06001428301,06001450752,120.0,120.0,0.0
06001428301,06001451102,120.0,120.0,0.0
06001428301,06001451103,120.0,120.0,0.0
06001428301,06001451104,120.0,120.0,0.0
06001428301,06001451201,120.0,120.0,0.0
06001428301,06001451202,120.0,120.0,0.0
06001428301,06001451300,120.0,120.0,0.0
06001428301,06001451401,120.0,120.0,0.0
06001428301,06001451403,120.0,120.0,0.0
06001428301,06001451404,120.0,120.0,0.0
06001428301,06001451501,120.0,120.0,0.0
06001428301,06001451503,120.0,120.0,0.0
06001428301,06001451504,120.0,120.0,0.0
06001428301,06001451505,120.0,120.0,0.0
06001428301,06001451506,120.0,120.0,0.0
06001428301,06001451601,120.0,120.0,0.0
06001428301,06001451602,120.0,120.0,0.0
06001428301,06001451701,120.0,120.0,0.0
06001428301,06001451703,120.0,120.0,0.0
06001428301,06001451704,120.0,120.0,0.0
06001428301,06001981900,120.0,120.0,0.0
06001428301,06001982000,88.0,120.0,32.0
06001428301,06001982100,89.0,113.0,24.0
06001428301,06001983200,69.0,104.0,35.0
06001428301,06001990000,120.0,120.0,0.0
06001428302,06001400100,120.0,120.0,0.0
06001428302,06001400200,87.0,67.0,-20.0
06001428302,06001400300,87.0,62.0,-25.0
06001428302,06001400400,94.0,73.0,-21.0
06001428302,06001400500,85.0,73.0,-12.0
06001428302,06001400600,80.0,66.0,-14.0
06001428302,06001400700,83.0,68.0,-15.0
06001428302,06001400800,92.0,72.0,-20.0
06001428302,06001400900,92.0,72.0,-20.0
06001428302,06001401000,75.0,62.0,-13.0
06001428302,06001401100,72.0,60.0,-12.0
06001428302,06001401200,78.0,60.0,-18.0
06001428302,06001401300,78.0,55.0,-23.0
06001428302,06001401400,84.0,66.0,-18.0
06001428302,06001401500,89.0,66.0,-23.0
06001428302,06001401600,86.0,63.0,-23.0
06001428302,06001401700,114.0,118.0,4.0
06001428302,06001401800,71.0,71.0,0.0
06001428302,06001402200,63.0,63.0,0.0
06001428302,06001402400,80.0,65.0,-15.0
06001428302,06001402500,78.0,63.0,-15.0
06001428302,06001402600,74.0,57.0,-17.0
06001428302,06001402700,75.0,58.0,-17.0
06001428302,06001402801,67.0,49.0,-18.0
06001428302,06001402802,68.0,49.0,-19.0
06001428302,06001402900,65.0,50.0,-15.0
06001428302,06001403000,62.0,44.0,-18.0
06001428302,06001403100,66.0,47.0,-19.0
06001428302,06001403301,58.0,47.0,-11.0
06001428302,06001403302,64.0,56.0,-8.0
06001428302,06001403401,83.0,67.0,-16.0
06001428302,06001403402,66.0,54.0,-12.0
06001428302,06001403501,76.0,53.0,-23.0
06001428302,06001403502,72.0,59.0,-13.0
06001428302,06001403600,83.0,64.0,-19.0
06001428302,06001403701,75.0,59.0,-16.0
06001428302,06001403702,84.0,60.0,-24.0
06001428302,06001403800,93.0,62.0,-31.0
06001428302,06001403900,83.0,54.0,-29.0
06001428302,06001404000,80.0,60.0,-20.0
06001428302,06001404101,86.0,64.0,-22.0
06001428302,06001404102,83.0,62.0,-21.0
06001428302,06001404200,120.0,98.0,-22.0
06001428302,06001404300,100.0,79.0,-21.0
06001428302,06001404400,120.0,120.0,0.0
06001428302,06001404501,103.0,79.0,-24.0
06001428302,06001404502,117.0,93.0,-24.0
06001428302,06001404600,101.0,120.0,19.0
06001428302,06001404700,88.0,82.0,-6.0
06001428302,06001404800,79.0,52.0,-27.0
06001428302,06001404900,79.0,52.0,-27.0
06001428302,06001405000,90.0,59.0,-31.0
06001428302,06001405100,96.0,65.0,-31.0
06001428302,06001405200,86.0,53.0,-33.0
06001428302,06001405301,79.0,56.0,-23.0
06001428302,06001405302,73.0,56.0,-17.0
06001428302,06001405401,78.0,52.0,-26.0
06001428302,06001405402,75.0,51.0,-24.0
06001428302,06001405500,78.0,58.0,-20.0
06001428302,06001405600,77.0,59.0,-18.0
06001428302,06001405700,72.0,52.0,-20.0
06001428302,06001405800,74.0,53.0,-21.0
06001428302,06001405901,68.0,50.0,-18.0
06001428302,06001405902,76.0,53.0,-23.0
06001428302,06001406000,76.0,73.0,-3.0
06001428302,06001406100,41.0,32.0,-9.0
06001428302,06001406201,65.0,43.0,-22.0
06001428302,06001406202,57.0,35.0,-22.0
06001428302,06001406300,66.0,40.0,-26.0
06001428302,06001406400,73.0,46.0,-27.0
06001428302,06001406500,63.0,42.0,-21.0
06001428302,06001406601,66.0,53.0,-13.0
06001428302,06001406602,69.0,41.0,-28.0
06001428302,06001406700,80.0,66.0,-14.0
06001428302,06001406800,66.0,51.0,-15.0
06001428302,06001406900,79.0,65.0,-14.0
06001428302,06001407000,68.0,55.0,-13.0
06001428302,06001407101,60.0,49.0,-11.0
06001428302,06001407102,70.0,58.0,-12.0
06001428302,06001407200,57.0,43.0,-14.0
06001428302,06001407300,65.0,58.0,-7.0
06001428302,06001407400,69.0,56.0,-13.0
06001428302,06001407500,71.0,58.0,-13.0
06001428302,06001407600,77.0,62.0,-15.0
06001428302,06001407700,78.0,63.0,-15.0
06001428302,06001407800,73.0,63.0,-10.0
06001428302,06001407900,84.0,70.0,-14.0
06001428302,06001408000,91.0,86.0,-5.0
06001428302,06001408100,90.0,74.0,-16.0
06001428302,06001408200,83.0,70.0,-13.0
06001428302,06001408300,89.0,75.0,-14.0
06001428302,06001408400,80.0,71.0,-9.0
06001428302,06001408500,76.0,69.0,-7.0
06001428302,06001408600,75.0,66.0,-9.0
06001428302,06001408700,74.0,62.0,-12.0
06001428302,06001408800,65.0,52.0,-13.0
06001428302,06001408900,65.0,52.0,-13.0
06001428302,06001409000,87.0,93.0,6.0
06001428302,06001409100,78.0,70.0,-8.0
06001428302,06001409200,81.0,84.0,3.0
06001428302,06001409300,85.0,63.0,-22.0
06001428302,06001409400,84.0,61.0,-23.0
06001428302,06001409500,70.0,47.0,-23.0
06001428302,06001409600,79.0,55.0,-24.0
06001428302,06001409700,81.0,57.0,-24.0
06001428302,06001409800,93.0,81.0,-12.0
06001428302,06001409900,120.0,120.0,0.0
06001428302,06001410000,104.0,95.0,-9.0
06001428302,06001410100,88.0,64.0,-24.0
06001428302,06001410200,84.0,60.0,-24.0
06001428302,06001410300,79.0,62.0,-17.0
06001428302,06001410400,85.0,63.0,-22.0
06001428302,06001410500,75.0,63.0,-12.0
06001428302,06001420100,99.0,88.0,-11.0
06001428302,06001420200,95.0,84.0,-11.0
06001428302,06001420301,101.0,90.0,-11.0
06001428302,06001420302,120.0,112.0,-8.0
06001428302,06001420401,93.0,82.0,-11.0
06001428302,06001420402,120.0,119.0,-1.0
06001428302,06001420500,98.0,85.0,-13.0
06001428302,06001420600,99.0,92.0,-7.0
06001428302,06001421100,112.0,99.0,-13.0
06001428302,06001421200,102.0,80.0,-22.0
06001428302,06001421300,89.0,80.0,-9.0
06001428302,06001421400,87.0,74.0,-13.0
06001428302,06001421500,111.0,99.0,-12.0
06001428302,06001421600,104.0,93.0,-11.0
06001428302,06001421700,80.0,68.0,-12.0
06001428302,06001421800,91.0,80.0,-11.0
06001428302,06001421900,95.0,84.0,-11.0
06001428302,06001422000,95.0,100.0,5.0
06001428302,06001422100,96.0,84.0,-12.0
06001428302,06001422200,85.0,74.0,-11.0
06001428302,06001422300,83.0,72.0,-11.0
06001428302,06001422400,81.0,69.0,-12.0
06001428302,06001422500,88.0,82.0,-6.0
06001428302,06001422700,88.0,81.0,-7.0
06001428302,06001422800,80.0,73.0,-7.0
06001428302,06001422901,78.0,68.0,-10.0
06001428302,06001422902,76.0,65.0,-11.0
06001428302,06001423000,88.0,77.0,-11.0
06001428302,06001423100,95.0,79.0,-16.0
06001428302,06001423200,97.0,80.0,-17.0
06001428302,06001423300,100.0,78.0,-22.0
06001428302,06001423400,88.0,76.0,-12.0
06001428302,06001423500,81.0,70.0,-11.0
06001428302,06001423601,91.0,79.0,-12.0
06001428302,06001423602,87.0,80.0,-7.0
06001428302,06001423700,89.0,82.0,-7.0
06001428302,06001423800,96.0,85.0,-11.0
06001428302,06001423901,75.0,64.0,-11.0
06001428302,06001423902,89.0,80.0,-9.0
06001428302,06001424001,79.0,68.0,-11.0
06001428302,06001424002,89.0,78.0,-11.0
06001428302,06001425101,108.0,92.0,-16.0
06001428302,06001425102,90.0,74.0,-16.0
06001428302,06001425103,95.0,80.0,-15.0
06001428302,06001425104,83.0,67.0,-16.0
06001428302,06001426100,95.0,91.0,-4.0
06001428302,06001426200,79.0,75.0,-4.0
06001428302,06001427100,40.0,34.0,-6.0
06001428302,06001427200,56.0,44.0,-12.0
06001428302,06001427300,66.0,51.0,-15.0
06001428302,06001427600,62.0,47.0,-15.0
06001428302,06001427700,73.0,58.0,-15.0
06001428302,06001427800,53.0,39.0,-14.0
06001428302,06001427900,47.0,35.0,-12.0
06001428302,06001428000,38.0,29.0,-9.0
06001428302,06001428100,32.0,31.0,-1.0
06001428302,06001428200,28.0,20.0,-8.0
06001428302,06001428301,16.0,28.0,12.0
06001428302,06001428302,0.0,0.0,0.0
06001428302,06001428400,54.0,37.0,-17.0
06001428302,06001428500,51.0,34.0,-17.0
06001428302,06001428600,58.0,54.0,-4.0
06001428302,06001428700,101.0,65.0,-36.0
06001428302,06001430101,120.0,120.0,0.0
06001428302,06001430102,120.0,120.0,0.0
06001428302,06001430200,120.0,120.0,0.0
06001428302,06001430300,108.0,120.0,12.0
06001428302,06001430400,120.0,120.0,0.0
06001428302,06001430500,98.0,96.0,-2.0
06001428302,06001430600,108.0,104.0,-4.0
06001428302,06001430700,94.0,120.0,26.0
06001428302,06001430800,86.0,88.0,2.0
06001428302,06001430900,88.0,84.0,-4.0
06001428302,06001431000,72.0,68.0,-4.0
06001428302,06001431100,86.0,82.0,-4.0
06001428302,06001431200,83.0,91.0,8.0
06001428302,06001432100,83.0,73.0,-10.0
06001428302,06001432200,80.0,59.0,-21.0
06001428302,06001432300,74.0,58.0,-16.0
06001428302,06001432400,103.0,120.0,17.0
06001428302,06001432501,78.0,65.0,-13.0
06001428302,06001432502,77.0,66.0,-11.0
06001428302,06001432601,60.0,47.0,-13.0
06001428302,06001432602,72.0,59.0,-13.0
06001428302,06001432700,76.0,67.0,-9.0
06001428302,06001432800,105.0,96.0,-9.0
06001428302,06001433000,83.0,70.0,-13.0
06001428302,06001433102,75.0,62.0,-13.0
06001428302,06001433103,80.0,69.0,-11.0
06001428302,06001433104,82.0,69.0,-13.0
06001428302,06001433200,91.0,96.0,5.0
06001428302,06001433300,83.0,120.0,37.0
06001428302,06001433400,120.0,120.0,0.0
06001428302,06001433500,88.0,104.0,16.0
06001428302,06001433600,81.0,91.0,10.0
06001428302,06001433700,80.0,79.0,-1.0
06001428302,06001433801,75.0,65.0,-10.0
06001428302,06001433802,67.0,54.0,-13.0
06001428302,06001433900,85.0,77.0,-8.0
06001428302,06001434000,78.0,73.0,-5.0
06001428302,06001435102,106.0,120.0,14.0
06001428302,06001435103,120.0,120.0,0.0
06001428302,06001435104,120.0,120.0,0.0
06001428302,06001435200,88.0,120.0,32.0
06001428302,06001435300,91.0,120.0,29.0
06001428302,06001435400,77.0,60.0,-17.0
06001428302,06001435500,85.0,74.0,-11.0
06001428302,06001435601,96.0,79.0,-17.0
06001428302,06001435602,94.0,88.0,-6.0
06001428302,06001435700,87.0,83.0,-4.0
06001428302,06001435800,80.0,72.0,-8.0
06001428302,06001435900,84.0,75.0,-9.0
06001428302,06001436000,89.0,75.0,-14.0
06001428302,06001436100,80.0,71.0,-9.0
06001428302,06001436200,94.0,72.0,-22.0
06001428302,06001436301,80.0,63.0,-17.0
06001428302,06001436302,73.0,61.0,-12.0
06001428302,06001436402,120.0,120.0,0.0
06001428302,06001436403,77.0,78.0,1.0
06001428302,06001436404,102.0,120.0,18.0
06001428302,06001436500,87.0,73.0,-14.0
06001428302,06001436601,89.0,75.0,-14.0
06001428302,06001436602,99.0,87.0,-12.0
06001428302,06001436700,87.0,75.0,-12.0
06001428302,06001436800,86.0,74.0,-12.0
06001428302,06001436900,90.0,78.0,-12.0
06001428302,06001437000,100.0,84.0,-16.0
06001428302,06001437101,120.0,120.0,0.0
06001428302,06001437102,99.0,83.0,-16.0
06001428302,06001437200,105.0,89.0,-16.0
06001428302,06001437300,102.0,86.0,-16.0
06001428302,06001437400,120.0,109.0,-11.0
06001428302,06001437500,116.0,104.0,-12.0
06001428302,06001437600,101.0,86.0,-15.0
06001428302,06001437701,95.0,80.0,-15.0
06001428302,06001437702,106.0,91.0,-15.0
06001428302,06001437800,95.0,80.0,-15.0
06001428302,06001437900,87.0,72.0,-15.0
06001428302,06001438000,106.0,92.0,-14.0
06001428302,06001438100,103.0,88.0,-15.0
06001428302,06001438201,101.0,86.0,-15.0
06001428302,06001438203,117.0,120.0,3.0
06001428302,06001438204,102.0,85.0,-17.0
06001428302,06001438300,104.0,88.0,-16.0
06001428302,06001438400,110.0,96.0,-14.0
06001428302,06001440100,120.0,120.0,0.0
06001428302,06001440200,97.0,82.0,-15.0
06001428302,06001440301,107.0,86.0,-21.0
06001428302,06001440304,116.0,92.0,-24.0
06001428302,06001440305,120.0,107.0,-13.0
06001428302,06001440306,111.0,91.0,-20.0
06001428302,06001440307,100.0,79.0,-21.0
06001428302,06001440308,90.0,69.0,-21.0
06001428302,06001440331,109.0,88.0,-21.0
06001428302,06001440332,120.0,105.0,-15.0
06001428302,06001440333,112.0,97.0,-15.0
06001428302,06001440334,110.0,87.0,-23.0
06001428302,06001440336,96.0,80.0,-16.0
06001428302,06001440337,101.0,88.0,-13.0
06001428302,06001440338,96.0,79.0,-17.0
06001428302,06001441100,120.0,120.0,0.0
06001428302,06001441200,97.0,120.0,23.0
06001428302,06001441301,120.0,120.0,0.0
06001428302,06001441302,100.0,97.0,-3.0
06001428302,06001441401,98.0,95.0,-3.0
06001428302,06001441402,113.0,110.0,-3.0
06001428302,06001441501,120.0,120.0,0.0
06001428302,06001441503,120.0,120.0,0.0
06001428302,06001441521,120.0,120.0,0.0
06001428302,06001441522,104.0,101.0,-3.0
06001428302,06001441523,120.0,120.0,0.0
06001428302,06001441524,120.0,120.0,0.0
06001428302,06001441525,120.0,120.0,0.0
06001428302,06001441601,99.0,96.0,-3.0
06001428302,06001441602,110.0,107.0,-3.0
06001428302,06001441701,120.0,113.0,-7.0
06001428302,06001441702,96.0,93.0,-3.0
06001428302,06001441800,108.0,88.0,-20.0
06001428302,06001441921,105.0,110.0,5.0
06001428302,06001441923,100.0,77.0,-23.0
06001428302,06001441924,108.0,95.0,-13.0
06001428302,06001441926,109.0,99.0,-10.0
06001428302,06001441927,105.0,93.0,-12.0
06001428302,06001441928,111.0,94.0,-17.0
06001428302,06001441929,101.0,84.0,-17.0
06001428302,06001442000,120.0,120.0,0.0
06001428302,06001442100,120.0,120.0,0.0
06001428302,06001442200,120.0,120.0,0.0
06001428302,06001442301,114.0,111.0,-3.0
06001428302,06001442302,113.0,110.0,-3.0
06001428302,06001442400,116.0,109.0,-7.0
06001428302,06001442501,120.0,101.0,-19.0
06001428302,06001442502,112.0,83.0,-29.0
06001428302,06001442601,113.0,83.0,-30.0
06001428302,06001442602,116.0,96.0,-20.0
06001428302,06001442700,120.0,92.0,-28.0
06001428302,06001442800,120.0,96.0,-24.0
06001428302,06001442900,120.0,112.0,-8.0
06001428302,06001443001,115.0,115.0,0.0
06001428302,06001443002,118.0,107.0,-11.0
06001428302,06001443102,110.0,93.0,-17.0
06001428302,06001443103,120.0,120.0,0.0
06001428302,06001443104,120.0,120.0,0.0
06001428302,06001443105,120.0,120.0,0.0
06001428302,06001443200,120.0,120.0,0.0
06001428302,06001443301,120.0,120.0,0.0
06001428302,06001443321,115.0,120.0,5.0
06001428302,06001443322,117.0,120.0,3.0
06001428302,06001444100,119.0,117.0,-2.0
06001428302,06001444200,111.0,109.0,-2.0
06001428302,06001444301,120.0,120.0,0.0
06001428302,06001444303,120.0,120.0,0.0
06001428302,06001444304,120.0,117.0,-3.0
06001428302,06001444400,112.0,109.0,-3.0
06001428302,06001444500,114.0,109.0,-5.0
06001428302,06001444601,120.0,100.0,-20.0
06001428302,06001444602,120.0,120.0,0.0
06001428302,06001450101,105.0,99.0,-6.0
06001428302,06001450102,120.0,120.0,0.0
06001428302,06001450200,120.0,120.0,0.0
06001428302,06001450300,120.0,120.0,0.0
06001428302,06001450400,102.0,97.0,-5.0
06001428302,06001450501,120.0,120.0,0.0
06001428302,06001450502,120.0,120.0,0.0
06001428302,06001450601,120.0,120.0,0.0
06001428302,06001450603,120.0,120.0,0.0
06001428302,06001450604,120.0,120.0,0.0
06001428302,06001450605,120.0,120.0,0.0
06001428302,06001450606,120.0,120.0,0.0
06001428302,06001450607,120.0,120.0,0.0
06001428302,06001450608,120.0,120.0,0.0
06001428302,06001450609,98.0,93.0,-5.0
06001428302,06001450701,120.0,120.0,0.0
06001428302,06001450741,120.0,120.0,0.0
06001428302,06001450742,120.0,120.0,0.0
06001428302,06001450743,100.0,97.0,-3.0
06001428302,06001450744,120.0,120.0,0.0
06001428302,06001450745,120.0,120.0,0.0
06001428302,06001450746,120.0,120.0,0.0
06001428302,06001450750,120.0,120.0,0.0
06001428302,06001450751,120.0,120.0,0.0
06001428302,06001450752,120.0,120.0,0.0
06001428302,06001451102,120.0,120.0,0.0
06001428302,06001451103,120.0,120.0,0.0
06001428302,06001451104,120.0,120.0,0.0
06001428302,06001451201,120.0,120.0,0.0
06001428302,06001451202,120.0,120.0,0.0
06001428302,06001451300,120.0,120.0,0.0
06001428302,06001451401,120.0,120.0,0.0
06001428302,06001451403,120.0,120.0,0.0
06001428302,06001451404,120.0,120.0,0.0
06001428302,06001451501,120.0,120.0,0.0
06001428302,06001451503,120.0,120.0,0.0
06001428302,06001451504,120.0,120.0,0.0
06001428302,06001451505,120.0,120.0,0.0
06001428302,06001451506,120.0,120.0,0.0
06001428302,06001451601,120.0,120.0,0.0
06001428302,06001451602,120.0,120.0,0.0
06001428302,06001451701,120.0,120.0,0.0
06001428302,06001451703,120.0,120.0,0.0
06001428302,06001451704,120.0,120.0,0.0
06001428302,06001981900,120.0,120.0,0.0
06001428302,06001982000,88.0,88.0,0.0
06001428302,06001982100,89.0,83.0,-6.0
06001428302,06001983200,70.0,52.0,-18.0
06001428302,06001990000,120.0,120.0,0.0
06001432502,06001400100,110.0,120.0,10.0
06001432502,06001400200,67.0,70.0,3.0
06001432502,06001400300,69.0,72.0,3.0
06001432502,06001400400,74.0,78.0,4.0
06001432502,06001400500,65.0,73.0,8.0
06001432502,06001400600,64.0,69.0,5.0
06001432502,06001400700,63.0,75.0,12.0
06001432502,06001400800,63.0,72.0,9.0
06001432502,06001400900,62.0,72.0,10.0
06001432502,06001401000,56.0,62.0,6.0
06001432502,06001401100,52.0,61.0,9.0
06001432502,06001401200,62.0,71.0,9.0
06001432502,06001401300,56.0,66.0,10.0
06001432502,06001401400,57.0,66.0,9.0
06001432502,06001401500,59.0,67.0,8.0
06001432502,06001401600,57.0,68.0,11.0
06001432502,06001401700,114.0,120.0,6.0
06001432502,06001401800,60.0,54.0,-6.0
06001432502,06001402200,52.0,46.0,-6.0
06001432502,06001402400,59.0,66.0,7.0
06001432502,06001402500,51.0,55.0,4.0
06001432502,06001402600,52.0,54.0,2.0
06001432502,06001402700,55.0,62.0,7.0
06001432502,06001402801,47.0,56.0,9.0
06001432502,06001402802,48.0,55.0,7.0
06001432502,06001402900,45.0,54.0,9.0
06001432502,06001403000,48.0,47.0,-1.0
06001432502,06001403100,48.0,50.0,2.0
06001432502,06001403301,41.0,41.0,0.0
06001432502,06001403302,47.0,47.0,0.0
06001432502,06001403401,63.0,78.0,15.0
06001432502,06001403402,48.0,49.0,1.0
06001432502,06001403501,56.0,73.0,17.0
06001432502,06001403502,52.0,69.0,17.0
06001432502,06001403600,63.0,79.0,16.0
06001432502,06001403701,55.0,71.0,16.0
06001432502,06001403702,64.0,71.0,7.0
06001432502,06001403800,70.0,79.0,9.0
06001432502,06001403900,63.0,74.0,11.0
06001432502,06001404000,65.0,80.0,15.0
06001432502,06001404101,71.0,81.0,10.0
06001432502,06001404102,67.0,80.0,13.0
06001432502,06001404200,101.0,111.0,10.0
06001432502,06001404300,80.0,83.0,3.0
06001432502,06001404400,120.0,120.0,0.0
06001432502,06001404501,88.0,82.0,-6.0
06001432502,06001404502,102.0,96.0,-6.0
06001432502,06001404600,101.0,120.0,19.0
06001432502,06001404700,88.0,85.0,-3.0
06001432502,06001404800,65.0,69.0,4.0
06001432502,06001404900,65.0,66.0,1.0
06001432502,06001405000,75.0,73.0,-2.0
06001432502,06001405100,81.0,79.0,-2.0
06001432502,06001405200,71.0,69.0,-2.0
06001432502,06001405301,59.0,63.0,4.0
06001432502,06001405302,57.0,58.0,1.0
06001432502,06001405401,58.0,59.0,1.0
06001432502,06001405402,59.0,57.0,-2.0
06001432502,06001405500,59.0,63.0,4.0
06001432502,06001405600,66.0,63.0,-3.0
06001432502,06001405700,65.0,58.0,-7.0
06001432502,06001405800,66.0,62.0,-4.0
06001432502,06001405901,63.0,54.0,-9.0
06001432502,06001405902,61.0,59.0,-2.0
06001432502,06001406000,76.0,76.0,0.0
06001432502,06001406100,40.0,40.0,0.0
06001432502,06001406201,56.0,52.0,-4.0
06001432502,06001406202,46.0,50.0,4.0
06001432502,06001406300,51.0,55.0,4.0
06001432502,06001406400,58.0,61.0,3.0
06001432502,06001406500,53.0,54.0,1.0
06001432502,06001406601,65.0,56.0,-9.0
06001432502,06001406602,53.0,58.0,5.0
06001432502,06001406700,71.0,69.0,-2.0
06001432502,06001406800,66.0,54.0,-12.0
06001432502,06001406900,72.0,68.0,-4.0
06001432502,06001407000,64.0,58.0,-6.0
06001432502,06001407101,56.0,52.0,-4.0
06001432502,06001407102,60.0,61.0,1.0
06001432502,06001407200,44.0,44.0,0.0
06001432502,06001407300,55.0,56.0,1.0
06001432502,06001407400,49.0,56.0,7.0
06001432502,06001407500,46.0,60.0,14.0
06001432502,06001407600,62.0,65.0,3.0
06001432502,06001407700,53.0,66.0,13.0
06001432502,06001407800,59.0,63.0,4.0
06001432502,06001407900,75.0,72.0,-3.0
06001432502,06001408000,91.0,89.0,-2.0
06001432502,06001408100,90.0,77.0,-13.0
06001432502,06001408200,57.0,56.0,-1.0
06001432502,06001408300,59.0,60.0,1.0
06001432502,06001408400,57.0,48.0,-9.0
06001432502,06001408500,54.0,45.0,-9.0
06001432502,06001408600,55.0,44.0,-11.0
06001432502,06001408700,49.0,59.0,10.0
06001432502,06001408800,43.0,43.0,0.0
06001432502,06001408900,44.0,40.0,-4.0
06001432502,06001409000,67.0,66.0,-1.0
06001432502,06001409100,57.0,52.0,-5.0
06001432502,06001409200,61.0,66.0,5.0
06001432502,06001409300,45.0,50.0,5.0
06001432502,06001409400,54.0,56.0,2.0
06001432502,06001409500,50.0,47.0,-3.0
06001432502,06001409600,47.0,50.0,3.0
06001432502,06001409700,56.0,53.0,-3.0
06001432502,06001409800,63.0,67.0,4.0
